Channel,Date,New fans,Region,Fans
Twitter,28/12/2014 0:00,1,New Zealand,4874
Twitter,28/12/2014 0:00,0,Philippines,2550
Twitter,28/12/2014 0:00,0,Singapore,311
Facebook,29/12/2014 0:00,287,Australia,112800
Facebook,29/12/2014 0:00,266,India,340932
Facebook,29/12/2014 0:00,32,Indonesia,289153
Facebook,29/12/2014 0:00,38,Malaysia,210755
Facebook,29/12/2014 0:00,16,New Zealand,28442
Facebook,29/12/2014 0:00,24,Philippines,50580
Facebook,29/12/2014 0:00,8,Singapore,86503
Instagram,29/12/2014 0:00,23,Australia,16961
Instagram,29/12/2014 0:00,38,India,14160
Instagram,29/12/2014 0:00,80,Indonesia,36981
Instagram,29/12/2014 0:00,11,Malaysia,7990
Instagram,29/12/2014 0:00,7,New Zealand,1652
Instagram,29/12/2014 0:00,7,Singapore,3980
Twitter,29/12/2014 0:00,8,Australia,4646
Twitter,29/12/2014 0:00,11,India,9846
Twitter,29/12/2014 0:00,37,Indonesia,103831
Twitter,29/12/2014 0:00,0,Malaysia,4492
Twitter,29/12/2014 0:00,1,New Zealand,4875
Twitter,29/12/2014 0:00,0,Philippines,2550
Twitter,29/12/2014 0:00,-3,Singapore,308
Facebook,30/12/2014 0:00,196,Australia,112996
Facebook,30/12/2014 0:00,253,India,341185
Facebook,30/12/2014 0:00,47,Indonesia,289200
Facebook,30/12/2014 0:00,51,Malaysia,210806
Facebook,30/12/2014 0:00,25,New Zealand,28467
Facebook,30/12/2014 0:00,15,Philippines,50595
Facebook,30/12/2014 0:00,6,Singapore,86509
Instagram,30/12/2014 0:00,57,Australia,17018
Instagram,30/12/2014 0:00,68,India,14228
Instagram,30/12/2014 0:00,57,Indonesia,37038
Instagram,30/12/2014 0:00,26,Malaysia,8016
Instagram,30/12/2014 0:00,8,New Zealand,1660
Instagram,30/12/2014 0:00,-4,Singapore,3976
Twitter,30/12/2014 0:00,3,Australia,4649
Twitter,30/12/2014 0:00,19,India,9865
Twitter,30/12/2014 0:00,43,Indonesia,103874
Twitter,30/12/2014 0:00,6,Malaysia,4498
Twitter,30/12/2014 0:00,0,New Zealand,4875
Twitter,30/12/2014 0:00,-1,Philippines,2549
Twitter,30/12/2014 0:00,-2,Singapore,306
Facebook,31/12/2014 0:00,99,Australia,113095
Facebook,31/12/2014 0:00,233,India,341418
Facebook,31/12/2014 0:00,21,Indonesia,289221
Facebook,31/12/2014 0:00,26,Malaysia,210832
Facebook,31/12/2014 0:00,14,New Zealand,28481
Facebook,31/12/2014 0:00,8,Philippines,50603
Facebook,31/12/2014 0:00,0,Singapore,86509
Instagram,31/12/2014 0:00,28,Australia,17046
Instagram,31/12/2014 0:00,41,India,14269
Instagram,31/12/2014 0:00,125,Indonesia,37163
Instagram,31/12/2014 0:00,19,Malaysia,8035
Instagram,31/12/2014 0:00,3,New Zealand,1663
Instagram,31/12/2014 0:00,5,Singapore,3981
Twitter,31/12/2014 0:00,1,Australia,4650
Twitter,31/12/2014 0:00,41,India,9906
Twitter,31/12/2014 0:00,39,Indonesia,103913
Twitter,31/12/2014 0:00,3,Malaysia,4501
Twitter,31/12/2014 0:00,4,New Zealand,4879
Twitter,31/12/2014 0:00,-2,Philippines,2547
Twitter,31/12/2014 0:00,0,Singapore,306
Facebook,1/1/2015 0:00,160,Australia,113255
Facebook,1/1/2015 0:00,277,India,341695
Facebook,1/1/2015 0:00,17,Indonesia,289238
Facebook,1/1/2015 0:00,30,Malaysia,210862
Facebook,1/1/2015 0:00,14,New Zealand,28495
Facebook,1/1/2015 0:00,5,Philippines,50608
Facebook,1/1/2015 0:00,2,Singapore,86511
Instagram,1/1/2015 0:00,18,Australia,17064
Instagram,1/1/2015 0:00,81,India,14350
Instagram,1/1/2015 0:00,101,Indonesia,37264
Instagram,1/1/2015 0:00,15,Malaysia,8050
Instagram,1/1/2015 0:00,-1,New Zealand,1662
Instagram,1/1/2015 0:00,0,Singapore,3981
Twitter,1/1/2015 0:00,4,Australia,4654
Twitter,1/1/2015 0:00,15,India,9921
Twitter,1/1/2015 0:00,27,Indonesia,103940
Twitter,1/1/2015 0:00,4,Malaysia,4505
Twitter,1/1/2015 0:00,1,New Zealand,4880
Twitter,1/1/2015 0:00,-1,Philippines,2546
Twitter,1/1/2015 0:00,0,Singapore,306
Facebook,2/1/2015 0:00,188,Australia,113443
Facebook,2/1/2015 0:00,425,India,342120
Facebook,2/1/2015 0:00,46,Indonesia,289284
Facebook,2/1/2015 0:00,44,Malaysia,210906
Facebook,2/1/2015 0:00,24,New Zealand,28519
Facebook,2/1/2015 0:00,17,Philippines,50625
Facebook,2/1/2015 0:00,9,Singapore,86520
Instagram,2/1/2015 0:00,18,Australia,17082
Instagram,2/1/2015 0:00,80,India,14430
Instagram,2/1/2015 0:00,56,Indonesia,37320
Instagram,2/1/2015 0:00,6,Malaysia,8056
Instagram,2/1/2015 0:00,0,New Zealand,1662
Instagram,2/1/2015 0:00,3,Singapore,3984
Twitter,2/1/2015 0:00,3,Australia,4657
Twitter,2/1/2015 0:00,15,India,9936
Twitter,2/1/2015 0:00,42,Indonesia,103982
Twitter,2/1/2015 0:00,6,Malaysia,4511
Twitter,2/1/2015 0:00,2,New Zealand,4882
Twitter,2/1/2015 0:00,0,Philippines,2546
Twitter,2/1/2015 0:00,0,Singapore,306
Facebook,3/1/2015 0:00,139,Australia,113582
Facebook,3/1/2015 0:00,71,India,342191
Facebook,3/1/2015 0:00,13,Indonesia,289297
Facebook,3/1/2015 0:00,17,Malaysia,210923
Facebook,3/1/2015 0:00,11,New Zealand,28530
Facebook,3/1/2015 0:00,3,Philippines,50628
Facebook,3/1/2015 0:00,4,Singapore,86524
Instagram,3/1/2015 0:00,37,Australia,17119
Instagram,3/1/2015 0:00,81,India,14511
Instagram,3/1/2015 0:00,66,Indonesia,37386
Instagram,3/1/2015 0:00,21,Malaysia,8077
Instagram,3/1/2015 0:00,2,New Zealand,1664
Instagram,3/1/2015 0:00,0,Singapore,3984
Twitter,3/1/2015 0:00,1,Australia,4658
Twitter,3/1/2015 0:00,23,India,9959
Twitter,3/1/2015 0:00,59,Indonesia,104041
Twitter,3/1/2015 0:00,3,Malaysia,4514
Twitter,3/1/2015 0:00,2,New Zealand,4884
Twitter,3/1/2015 0:00,2,Philippines,2548
Twitter,3/1/2015 0:00,0,Singapore,306
Facebook,4/1/2015 0:00,221,Australia,113803
Facebook,4/1/2015 0:00,227,India,342418
Facebook,4/1/2015 0:00,33,Indonesia,289330
Facebook,4/1/2015 0:00,44,Malaysia,210967
Facebook,4/1/2015 0:00,21,New Zealand,28551
Facebook,4/1/2015 0:00,13,Philippines,50641
Facebook,4/1/2015 0:00,8,Singapore,86532
Instagram,4/1/2015 0:00,36,Australia,17155
Instagram,4/1/2015 0:00,62,India,14573
Instagram,4/1/2015 0:00,78,Indonesia,37464
Instagram,4/1/2015 0:00,14,Malaysia,8091
Instagram,4/1/2015 0:00,6,New Zealand,1670
Instagram,4/1/2015 0:00,1,Singapore,3985
Twitter,4/1/2015 0:00,2,Australia,4660
Twitter,4/1/2015 0:00,2,India,9961
Twitter,4/1/2015 0:00,52,Indonesia,104093
Twitter,4/1/2015 0:00,5,Malaysia,4519
Twitter,4/1/2015 0:00,2,New Zealand,4886
Twitter,4/1/2015 0:00,0,Philippines,2548
Twitter,4/1/2015 0:00,-1,Singapore,305
Facebook,5/1/2015 0:00,81,Australia,113884
Facebook,5/1/2015 0:00,174,India,342592
Facebook,5/1/2015 0:00,39,Indonesia,289369
Facebook,5/1/2015 0:00,43,Malaysia,211010
Facebook,5/1/2015 0:00,17,New Zealand,28568
Facebook,5/1/2015 0:00,7,Philippines,50648
Facebook,5/1/2015 0:00,5,Singapore,86537
Instagram,5/1/2015 0:00,56,Australia,17211
Instagram,5/1/2015 0:00,72,India,14645
Instagram,5/1/2015 0:00,54,Indonesia,37518
Instagram,5/1/2015 0:00,12,Malaysia,8103
Instagram,5/1/2015 0:00,4,New Zealand,1674
Instagram,5/1/2015 0:00,-1,Singapore,3984
Twitter,5/1/2015 0:00,-1,Australia,4659
Twitter,5/1/2015 0:00,3,India,9964
Twitter,5/1/2015 0:00,29,Indonesia,104122
Twitter,5/1/2015 0:00,3,Malaysia,4522
Twitter,5/1/2015 0:00,0,New Zealand,4886
Twitter,5/1/2015 0:00,1,Philippines,2549
Twitter,5/1/2015 0:00,-1,Singapore,304
Facebook,6/1/2015 0:00,31,Australia,113915
Facebook,6/1/2015 0:00,66,India,342658
Facebook,6/1/2015 0:00,17,Indonesia,289386
Facebook,6/1/2015 0:00,30,Malaysia,211040
Facebook,6/1/2015 0:00,15,New Zealand,28583
Facebook,6/1/2015 0:00,6,Philippines,50654
Facebook,6/1/2015 0:00,5,Singapore,86542
Instagram,6/1/2015 0:00,7,Australia,17218
Instagram,6/1/2015 0:00,3,India,14648
Instagram,6/1/2015 0:00,22,Indonesia,37540
Instagram,6/1/2015 0:00,8,Malaysia,8111
Instagram,6/1/2015 0:00,0,New Zealand,1674
Instagram,6/1/2015 0:00,14,Singapore,3998
Twitter,6/1/2015 0:00,4,Australia,4663
Twitter,6/1/2015 0:00,34,India,9998
Twitter,6/1/2015 0:00,27,Indonesia,104149
Twitter,6/1/2015 0:00,1,Malaysia,4523
Twitter,6/1/2015 0:00,3,New Zealand,4889
Twitter,6/1/2015 0:00,-2,Philippines,2547
Twitter,6/1/2015 0:00,0,Singapore,304
Facebook,7/1/2015 0:00,104,Australia,114019
Facebook,7/1/2015 0:00,63,India,342721
Facebook,7/1/2015 0:00,18,Indonesia,289404
Facebook,7/1/2015 0:00,39,Malaysia,211079
Facebook,7/1/2015 0:00,26,New Zealand,28609
Facebook,7/1/2015 0:00,12,Philippines,50666
Facebook,7/1/2015 0:00,11,Singapore,86553
Instagram,7/1/2015 0:00,67,Australia,17285
Instagram,7/1/2015 0:00,124,India,14772
Instagram,7/1/2015 0:00,67,Indonesia,37607
Instagram,7/1/2015 0:00,20,Malaysia,8131
Instagram,7/1/2015 0:00,6,New Zealand,1680
Instagram,7/1/2015 0:00,12,Singapore,4010
Twitter,7/1/2015 0:00,-3,Australia,4660
Twitter,7/1/2015 0:00,16,India,10014
Twitter,7/1/2015 0:00,44,Indonesia,104193
Twitter,7/1/2015 0:00,5,Malaysia,4528
Twitter,7/1/2015 0:00,2,New Zealand,4891
Twitter,7/1/2015 0:00,-2,Philippines,2545
Twitter,7/1/2015 0:00,-1,Singapore,303
Facebook,8/1/2015 0:00,98,Australia,114117
Facebook,8/1/2015 0:00,68,India,342789
Facebook,8/1/2015 0:00,35,Indonesia,289439
Facebook,8/1/2015 0:00,37,Malaysia,211116
Facebook,8/1/2015 0:00,23,New Zealand,28632
Facebook,8/1/2015 0:00,7,Philippines,50673
Facebook,8/1/2015 0:00,10,Singapore,86563
Instagram,8/1/2015 0:00,25,Australia,17310
Instagram,8/1/2015 0:00,42,India,14814
Instagram,8/1/2015 0:00,52,Indonesia,37659
Instagram,8/1/2015 0:00,14,Malaysia,8145
Instagram,8/1/2015 0:00,3,New Zealand,1683
Instagram,8/1/2015 0:00,6,Singapore,4016
Twitter,8/1/2015 0:00,-1,Australia,4659
Twitter,8/1/2015 0:00,13,India,10027
Twitter,8/1/2015 0:00,41,Indonesia,104234
Twitter,8/1/2015 0:00,5,Malaysia,4533
Twitter,8/1/2015 0:00,3,New Zealand,4894
Twitter,8/1/2015 0:00,1,Philippines,2546
Twitter,8/1/2015 0:00,1,Singapore,304
Facebook,9/1/2015 0:00,112,Australia,114229
Facebook,9/1/2015 0:00,90,India,342879
Facebook,9/1/2015 0:00,19,Indonesia,289458
Facebook,9/1/2015 0:00,38,Malaysia,211154
Facebook,9/1/2015 0:00,22,New Zealand,28654
Facebook,9/1/2015 0:00,13,Philippines,50686
Facebook,9/1/2015 0:00,269,Singapore,86832
Instagram,9/1/2015 0:00,39,Australia,17349
Instagram,9/1/2015 0:00,61,India,14875
Instagram,9/1/2015 0:00,49,Indonesia,37708
Instagram,9/1/2015 0:00,6,Malaysia,8151
Instagram,9/1/2015 0:00,1,New Zealand,1684
Instagram,9/1/2015 0:00,7,Singapore,4023
Twitter,9/1/2015 0:00,4,Australia,4663
Twitter,9/1/2015 0:00,12,India,10039
Twitter,9/1/2015 0:00,34,Indonesia,104268
Twitter,9/1/2015 0:00,1,Malaysia,4534
Twitter,9/1/2015 0:00,2,New Zealand,4896
Twitter,9/1/2015 0:00,0,Philippines,2546
Twitter,9/1/2015 0:00,0,Singapore,304
Facebook,10/1/2015 0:00,54,Australia,114283
Facebook,10/1/2015 0:00,331,India,343210
Facebook,10/1/2015 0:00,29,Indonesia,289487
Facebook,10/1/2015 0:00,27,Malaysia,211181
Facebook,10/1/2015 0:00,17,New Zealand,28671
Facebook,10/1/2015 0:00,9,Philippines,50695
Facebook,10/1/2015 0:00,238,Singapore,87070
Instagram,10/1/2015 0:00,40,Australia,17389
Instagram,10/1/2015 0:00,42,India,14917
Instagram,10/1/2015 0:00,64,Indonesia,37772
Instagram,10/1/2015 0:00,12,Malaysia,8163
Instagram,10/1/2015 0:00,7,New Zealand,1691
Instagram,10/1/2015 0:00,7,Singapore,4030
Twitter,10/1/2015 0:00,0,Australia,4663
Twitter,10/1/2015 0:00,14,India,10053
Twitter,10/1/2015 0:00,37,Indonesia,104305
Twitter,10/1/2015 0:00,1,Malaysia,4535
Twitter,10/1/2015 0:00,1,New Zealand,4897
Twitter,10/1/2015 0:00,1,Philippines,2547
Twitter,10/1/2015 0:00,1,Singapore,305
Facebook,11/1/2015 0:00,55,Australia,114338
Facebook,11/1/2015 0:00,417,India,343627
Facebook,11/1/2015 0:00,15,Indonesia,289502
Facebook,11/1/2015 0:00,26,Malaysia,211207
Facebook,11/1/2015 0:00,21,New Zealand,28692
Facebook,11/1/2015 0:00,5,Philippines,50700
Facebook,11/1/2015 0:00,263,Singapore,87333
Instagram,11/1/2015 0:00,18,Australia,17407
Instagram,11/1/2015 0:00,36,India,14953
Instagram,11/1/2015 0:00,59,Indonesia,37831
Instagram,11/1/2015 0:00,12,Malaysia,8175
Instagram,11/1/2015 0:00,6,New Zealand,1697
Instagram,11/1/2015 0:00,5,Singapore,4035
Twitter,11/1/2015 0:00,-3,Australia,4660
Twitter,11/1/2015 0:00,6,India,10059
Twitter,11/1/2015 0:00,28,Indonesia,104333
Twitter,11/1/2015 0:00,0,Malaysia,4535
Twitter,11/1/2015 0:00,1,New Zealand,4898
Twitter,11/1/2015 0:00,1,Philippines,2548
Twitter,11/1/2015 0:00,0,Singapore,305
Facebook,12/1/2015 0:00,46,Australia,114384
Facebook,12/1/2015 0:00,425,India,344052
Facebook,12/1/2015 0:00,26,Indonesia,289528
Facebook,12/1/2015 0:00,27,Malaysia,211234
Facebook,12/1/2015 0:00,18,New Zealand,28710
Facebook,12/1/2015 0:00,16,Philippines,50716
Facebook,12/1/2015 0:00,235,Singapore,87568
Instagram,12/1/2015 0:00,20,Australia,17427
Instagram,12/1/2015 0:00,24,India,14977
Instagram,12/1/2015 0:00,45,Indonesia,37876
Instagram,12/1/2015 0:00,15,Malaysia,8190
Instagram,12/1/2015 0:00,2,New Zealand,1699
Instagram,12/1/2015 0:00,25,Singapore,4060
Twitter,12/1/2015 0:00,2,Australia,4662
Twitter,12/1/2015 0:00,24,India,10083
Twitter,12/1/2015 0:00,24,Indonesia,104357
Twitter,12/1/2015 0:00,8,Malaysia,4543
Twitter,12/1/2015 0:00,4,New Zealand,4902
Twitter,12/1/2015 0:00,2,Philippines,2550
Twitter,12/1/2015 0:00,0,Singapore,305
Facebook,13/1/2015 0:00,7,Australia,114391
Facebook,13/1/2015 0:00,436,India,344488
Facebook,13/1/2015 0:00,31,Indonesia,289559
Facebook,13/1/2015 0:00,11,Malaysia,211245
Facebook,13/1/2015 0:00,23,New Zealand,28733
Facebook,13/1/2015 0:00,5,Philippines,50721
Facebook,13/1/2015 0:00,242,Singapore,87810
Instagram,13/1/2015 0:00,49,Australia,17476
Instagram,13/1/2015 0:00,24,India,15001
Instagram,13/1/2015 0:00,43,Indonesia,37919
Instagram,13/1/2015 0:00,6,Malaysia,8196
Instagram,13/1/2015 0:00,-2,New Zealand,1697
Instagram,13/1/2015 0:00,4,Singapore,4064
Twitter,13/1/2015 0:00,0,Australia,4662
Twitter,13/1/2015 0:00,9,India,10092
Twitter,13/1/2015 0:00,30,Indonesia,104387
Twitter,13/1/2015 0:00,0,Malaysia,4543
Twitter,13/1/2015 0:00,0,New Zealand,4902
Twitter,13/1/2015 0:00,-5,Philippines,2545
Twitter,13/1/2015 0:00,0,Singapore,305
Facebook,14/1/2015 0:00,35,Australia,114426
Facebook,14/1/2015 0:00,421,India,344909
Facebook,14/1/2015 0:00,26,Indonesia,289585
Facebook,14/1/2015 0:00,41,Malaysia,211286
Facebook,14/1/2015 0:00,43,New Zealand,28776
Facebook,14/1/2015 0:00,6,Philippines,50727
Facebook,14/1/2015 0:00,199,Singapore,88009
Instagram,14/1/2015 0:00,31,Australia,17507
Instagram,14/1/2015 0:00,18,India,15019
Instagram,14/1/2015 0:00,52,Indonesia,37971
Instagram,14/1/2015 0:00,12,Malaysia,8208
Instagram,14/1/2015 0:00,9,New Zealand,1706
Instagram,14/1/2015 0:00,1,Singapore,4065
Twitter,14/1/2015 0:00,3,Australia,4665
Twitter,14/1/2015 0:00,14,India,10106
Twitter,14/1/2015 0:00,27,Indonesia,104414
Twitter,14/1/2015 0:00,1,Malaysia,4544
Twitter,14/1/2015 0:00,1,New Zealand,4903
Twitter,14/1/2015 0:00,2,Philippines,2547
Twitter,14/1/2015 0:00,0,Singapore,305
Facebook,15/1/2015 0:00,49,Australia,114475
Facebook,15/1/2015 0:00,421,India,345330
Facebook,15/1/2015 0:00,16,Indonesia,289601
Facebook,15/1/2015 0:00,33,Malaysia,211319
Facebook,15/1/2015 0:00,12,New Zealand,28788
Facebook,15/1/2015 0:00,12,Philippines,50739
Facebook,15/1/2015 0:00,127,Singapore,88136
Instagram,15/1/2015 0:00,55,Australia,17562
Instagram,15/1/2015 0:00,26,India,15045
Instagram,15/1/2015 0:00,82,Indonesia,38053
Instagram,15/1/2015 0:00,6,Malaysia,8214
Instagram,15/1/2015 0:00,5,New Zealand,1711
Instagram,15/1/2015 0:00,3,Singapore,4068
Twitter,15/1/2015 0:00,1,Australia,4666
Twitter,15/1/2015 0:00,22,India,10128
Twitter,15/1/2015 0:00,29,Indonesia,104443
Twitter,15/1/2015 0:00,3,Malaysia,4547
Twitter,15/1/2015 0:00,1,New Zealand,4904
Twitter,15/1/2015 0:00,0,Philippines,2547
Twitter,15/1/2015 0:00,1,Singapore,306
Facebook,16/1/2015 0:00,7,Australia,114482
Facebook,16/1/2015 0:00,475,India,345805
Facebook,16/1/2015 0:00,34,Indonesia,289635
Facebook,16/1/2015 0:00,37,Malaysia,211356
Facebook,16/1/2015 0:00,16,New Zealand,28804
Facebook,16/1/2015 0:00,4,Philippines,50743
Facebook,16/1/2015 0:00,222,Singapore,88358
Instagram,16/1/2015 0:00,5,Australia,17567
Instagram,16/1/2015 0:00,4,India,15049
Instagram,16/1/2015 0:00,47,Indonesia,38100
Instagram,16/1/2015 0:00,-2,Malaysia,8212
Instagram,16/1/2015 0:00,6,New Zealand,1717
Instagram,16/1/2015 0:00,6,Singapore,4074
Twitter,16/1/2015 0:00,-2,Australia,4664
Twitter,16/1/2015 0:00,43,India,10171
Twitter,16/1/2015 0:00,16,Indonesia,104459
Twitter,16/1/2015 0:00,-1,Malaysia,4546
Twitter,16/1/2015 0:00,-1,New Zealand,4903
Twitter,16/1/2015 0:00,2,Philippines,2549
Twitter,16/1/2015 0:00,0,Singapore,306
Facebook,17/1/2015 0:00,26,Australia,114508
Facebook,17/1/2015 0:00,379,India,346184
Facebook,17/1/2015 0:00,18,Indonesia,289653
Facebook,17/1/2015 0:00,28,Malaysia,211384
Facebook,17/1/2015 0:00,12,New Zealand,28816
Facebook,17/1/2015 0:00,12,Philippines,50755
Facebook,17/1/2015 0:00,222,Singapore,88580
Instagram,17/1/2015 0:00,57,Australia,17624
Instagram,17/1/2015 0:00,87,India,15136
Instagram,17/1/2015 0:00,68,Indonesia,38168
Instagram,17/1/2015 0:00,14,Malaysia,8226
Instagram,17/1/2015 0:00,8,New Zealand,1725
Instagram,17/1/2015 0:00,5,Singapore,4079
Twitter,17/1/2015 0:00,-1,Australia,4663
Twitter,17/1/2015 0:00,17,India,10188
Twitter,17/1/2015 0:00,14,Indonesia,104473
Twitter,17/1/2015 0:00,0,Malaysia,4546
Twitter,17/1/2015 0:00,-2,New Zealand,4901
Twitter,17/1/2015 0:00,2,Philippines,2551
Twitter,17/1/2015 0:00,0,Singapore,306
Facebook,18/1/2015 0:00,18,Australia,114526
Facebook,18/1/2015 0:00,349,India,346533
Facebook,18/1/2015 0:00,6,Indonesia,289659
Facebook,18/1/2015 0:00,23,Malaysia,211407
Facebook,18/1/2015 0:00,15,New Zealand,28831
Facebook,18/1/2015 0:00,9,Philippines,50764
Facebook,18/1/2015 0:00,244,Singapore,88824
Instagram,18/1/2015 0:00,15,Australia,17639
Instagram,18/1/2015 0:00,69,India,15205
Instagram,18/1/2015 0:00,99,Indonesia,38267
Instagram,18/1/2015 0:00,14,Malaysia,8240
Instagram,18/1/2015 0:00,3,New Zealand,1728
Instagram,18/1/2015 0:00,4,Singapore,4083
Twitter,18/1/2015 0:00,1,Australia,4664
Twitter,18/1/2015 0:00,22,India,10210
Twitter,18/1/2015 0:00,37,Indonesia,104510
Twitter,18/1/2015 0:00,3,Malaysia,4549
Twitter,18/1/2015 0:00,1,New Zealand,4902
Twitter,18/1/2015 0:00,-1,Philippines,2550
Twitter,18/1/2015 0:00,0,Singapore,306
Facebook,19/1/2015 0:00,16,Australia,114542
Facebook,19/1/2015 0:00,359,India,346892
Facebook,19/1/2015 0:00,24,Indonesia,289683
Facebook,19/1/2015 0:00,29,Malaysia,211436
Facebook,19/1/2015 0:00,24,New Zealand,28855
Facebook,19/1/2015 0:00,12,Philippines,50776
Facebook,19/1/2015 0:00,260,Singapore,89084
Instagram,19/1/2015 0:00,43,Australia,17682
Instagram,19/1/2015 0:00,53,India,15258
Instagram,19/1/2015 0:00,70,Indonesia,38337
Instagram,19/1/2015 0:00,7,Malaysia,8247
Instagram,19/1/2015 0:00,1,New Zealand,1729
Instagram,19/1/2015 0:00,6,Singapore,4089
Twitter,19/1/2015 0:00,11,Australia,4675
Twitter,19/1/2015 0:00,13,India,10223
Twitter,19/1/2015 0:00,33,Indonesia,104543
Twitter,19/1/2015 0:00,5,Malaysia,4554
Twitter,19/1/2015 0:00,1,New Zealand,4903
Twitter,19/1/2015 0:00,-2,Philippines,2548
Twitter,19/1/2015 0:00,0,Singapore,306
Facebook,20/1/2015 0:00,15,Australia,114557
Facebook,20/1/2015 0:00,350,India,347242
Facebook,20/1/2015 0:00,21,Indonesia,289704
Facebook,20/1/2015 0:00,37,Malaysia,211473
Facebook,20/1/2015 0:00,16,New Zealand,28871
Facebook,20/1/2015 0:00,8,Philippines,50784
Facebook,20/1/2015 0:00,226,Singapore,89310
Instagram,20/1/2015 0:00,37,Australia,17719
Instagram,20/1/2015 0:00,62,India,15320
Instagram,20/1/2015 0:00,71,Indonesia,38408
Instagram,20/1/2015 0:00,8,Malaysia,8255
Instagram,20/1/2015 0:00,2,New Zealand,1731
Instagram,20/1/2015 0:00,3,Singapore,4092
Twitter,20/1/2015 0:00,2,Australia,4677
Twitter,20/1/2015 0:00,14,India,10237
Twitter,20/1/2015 0:00,27,Indonesia,104570
Twitter,20/1/2015 0:00,-2,Malaysia,4552
Twitter,20/1/2015 0:00,1,New Zealand,4904
Twitter,20/1/2015 0:00,0,Philippines,2548
Twitter,20/1/2015 0:00,0,Singapore,306
Facebook,21/1/2015 0:00,1,Australia,114558
Facebook,21/1/2015 0:00,355,India,347597
Facebook,21/1/2015 0:00,22,Indonesia,289726
Facebook,21/1/2015 0:00,29,Malaysia,211502
Facebook,21/1/2015 0:00,9,New Zealand,28880
Facebook,21/1/2015 0:00,80,Philippines,50864
Facebook,21/1/2015 0:00,243,Singapore,89553
Instagram,21/1/2015 0:00,72,Australia,17791
Instagram,21/1/2015 0:00,54,India,15374
Instagram,21/1/2015 0:00,73,Indonesia,38481
Instagram,21/1/2015 0:00,14,Malaysia,8269
Instagram,21/1/2015 0:00,0,New Zealand,1731
Instagram,21/1/2015 0:00,6,Singapore,4098
Twitter,21/1/2015 0:00,8,Australia,4685
Twitter,21/1/2015 0:00,5,India,10242
Twitter,21/1/2015 0:00,21,Indonesia,104591
Twitter,21/1/2015 0:00,1,Malaysia,4553
Twitter,21/1/2015 0:00,0,New Zealand,4904
Twitter,21/1/2015 0:00,0,Philippines,2548
Twitter,21/1/2015 0:00,-1,Singapore,305
Facebook,22/1/2015 0:00,13,Australia,114571
Facebook,22/1/2015 0:00,334,India,347931
Facebook,22/1/2015 0:00,34,Indonesia,289760
Facebook,22/1/2015 0:00,35,Malaysia,211537
Facebook,31/1/2015 0:00,5,Australia,114576
Facebook,31/1/2015 0:00,288,India,348219
Facebook,31/1/2015 0:00,27,Indonesia,289787
Facebook,31/1/2015 0:00,29,Malaysia,211566
Facebook,31/1/2015 0:00,11,New Zealand,28891
Facebook,31/1/2015 0:00,16,Philippines,50880
Facebook,31/1/2015 0:00,132,Singapore,89685
Instagram,31/1/2015 0:00,41,Australia,17832
Instagram,31/1/2015 0:00,63,India,15437
Instagram,31/1/2015 0:00,72,Indonesia,38553
Instagram,31/1/2015 0:00,18,Malaysia,8287
Instagram,31/1/2015 0:00,2,New Zealand,1733
Instagram,31/1/2015 0:00,4,Singapore,4102
Twitter,31/1/2015 0:00,2,Australia,4687
Twitter,31/1/2015 0:00,18,India,10260
Twitter,31/1/2015 0:00,38,Indonesia,104629
Twitter,31/1/2015 0:00,2,Malaysia,4555
Twitter,31/1/2015 0:00,-1,New Zealand,4903
Twitter,31/1/2015 0:00,-1,Philippines,2547
Twitter,31/1/2015 0:00,0,Singapore,305
Facebook,1/2/2015 0:00,9,Australia,114585
Facebook,1/2/2015 0:00,178,India,348397
Facebook,1/2/2015 0:00,21,Indonesia,289808
Facebook,1/2/2015 0:00,25,Malaysia,211591
Facebook,1/2/2015 0:00,14,New Zealand,28905
Facebook,1/2/2015 0:00,10,Philippines,50890
Facebook,1/2/2015 0:00,137,Singapore,89822
Instagram,1/2/2015 0:00,57,Australia,17889
Instagram,1/2/2015 0:00,48,India,15485
Instagram,1/2/2015 0:00,71,Indonesia,38624
Instagram,1/2/2015 0:00,19,Malaysia,8306
Instagram,1/2/2015 0:00,-3,New Zealand,1730
Instagram,1/2/2015 0:00,-2,Singapore,4100
Twitter,1/2/2015 0:00,3,Australia,4690
Twitter,1/2/2015 0:00,16,India,10276
Twitter,1/2/2015 0:00,21,Indonesia,104650
Twitter,1/2/2015 0:00,4,Malaysia,4559
Twitter,1/2/2015 0:00,0,New Zealand,4903
Twitter,1/2/2015 0:00,2,Philippines,2549
Twitter,1/2/2015 0:00,1,Singapore,306
Facebook,2/2/2015 0:00,-2,Australia,114583
Facebook,2/2/2015 0:00,115,India,348512
Facebook,2/2/2015 0:00,25,Indonesia,289833
Facebook,2/2/2015 0:00,40,Malaysia,211631
Facebook,2/2/2015 0:00,11,New Zealand,28916
Facebook,2/2/2015 0:00,12,Philippines,50902
Facebook,2/2/2015 0:00,107,Singapore,89929
Instagram,2/2/2015 0:00,6,Australia,17895
Instagram,2/2/2015 0:00,3,India,15488
Instagram,2/2/2015 0:00,22,Indonesia,38646
Instagram,2/2/2015 0:00,8,Malaysia,8314
Instagram,2/2/2015 0:00,8,New Zealand,1738
Instagram,2/2/2015 0:00,3,Singapore,4103
