Channel,Date,New fans,Region,Fans
Twitter,2/2/2015 0:00,-1,Australia,4689
Twitter,2/2/2015 0:00,5,India,10281
Twitter,2/2/2015 0:00,35,Indonesia,104685
Twitter,2/2/2015 0:00,1,Malaysia,4560
Twitter,2/2/2015 0:00,-1,New Zealand,4902
Twitter,2/2/2015 0:00,-1,Philippines,2548
Twitter,2/2/2015 0:00,0,Singapore,306
Facebook,3/2/2015 0:00,8,Australia,114591
Facebook,3/2/2015 0:00,76,India,348588
Facebook,3/2/2015 0:00,27,Indonesia,289860
Facebook,3/2/2015 0:00,24,Malaysia,211655
Facebook,3/2/2015 0:00,11,New Zealand,28927
Facebook,3/2/2015 0:00,15,Philippines,50917
Facebook,3/2/2015 0:00,123,Singapore,90052
Instagram,3/2/2015 0:00,75,Australia,17970
Instagram,3/2/2015 0:00,83,India,15571
Instagram,3/2/2015 0:00,96,Indonesia,38742
Instagram,3/2/2015 0:00,5,Malaysia,8319
Instagram,3/2/2015 0:00,4,New Zealand,1742
Instagram,3/2/2015 0:00,-8,Singapore,4095
Twitter,3/2/2015 0:00,2,Australia,4691
Twitter,3/2/2015 0:00,8,India,10289
Twitter,3/2/2015 0:00,22,Indonesia,104707
Twitter,3/2/2015 0:00,3,Malaysia,4563
Twitter,3/2/2015 0:00,1,New Zealand,4903
Twitter,3/2/2015 0:00,-2,Philippines,2546
Twitter,3/2/2015 0:00,-1,Singapore,305
Facebook,4/2/2015 0:00,3,Australia,114594
Facebook,4/2/2015 0:00,63,India,348651
Facebook,4/2/2015 0:00,26,Indonesia,289886
Facebook,4/2/2015 0:00,43,Malaysia,211698
Facebook,4/2/2015 0:00,9,New Zealand,28936
Facebook,4/2/2015 0:00,14,Philippines,50931
Facebook,4/2/2015 0:00,111,Singapore,90163
Instagram,4/2/2015 0:00,26,Australia,17996
Instagram,4/2/2015 0:00,59,India,15630
Instagram,4/2/2015 0:00,58,Indonesia,38800
Instagram,4/2/2015 0:00,16,Malaysia,8335
Instagram,4/2/2015 0:00,4,New Zealand,1746
Instagram,4/2/2015 0:00,1,Singapore,4096
Twitter,4/2/2015 0:00,6,Australia,4697
Twitter,4/2/2015 0:00,18,India,10307
Twitter,4/2/2015 0:00,19,Indonesia,104726
Twitter,4/2/2015 0:00,3,Malaysia,4566
Twitter,4/2/2015 0:00,2,New Zealand,4905
Twitter,4/2/2015 0:00,0,Philippines,2546
Twitter,4/2/2015 0:00,1,Singapore,306
Facebook,5/2/2015 0:00,7,Australia,114601
Facebook,5/2/2015 0:00,51,India,348702
Facebook,5/2/2015 0:00,282,Indonesia,290168
Facebook,5/2/2015 0:00,44,Malaysia,211742
Facebook,5/2/2015 0:00,11,New Zealand,28947
Facebook,5/2/2015 0:00,6,Philippines,50937
Facebook,5/2/2015 0:00,51,Singapore,90214
Instagram,5/2/2015 0:00,141,Australia,18137
Instagram,5/2/2015 0:00,9,India,15639
Instagram,5/2/2015 0:00,56,Indonesia,38856
Instagram,5/2/2015 0:00,17,Malaysia,8352
Instagram,5/2/2015 0:00,5,New Zealand,1751
Instagram,5/2/2015 0:00,5,Singapore,4101
Twitter,5/2/2015 0:00,2,Australia,4699
Twitter,5/2/2015 0:00,15,India,10322
Twitter,5/2/2015 0:00,19,Indonesia,104745
Twitter,5/2/2015 0:00,0,Malaysia,4566
Twitter,5/2/2015 0:00,0,New Zealand,4905
Twitter,5/2/2015 0:00,2,Philippines,2548
Twitter,5/2/2015 0:00,0,Singapore,306
Facebook,6/2/2015 0:00,6,Australia,114607
Facebook,6/2/2015 0:00,55,India,348757
Facebook,6/2/2015 0:00,563,Indonesia,290731
Facebook,6/2/2015 0:00,36,Malaysia,211778
Facebook,6/2/2015 0:00,8,New Zealand,28955
Facebook,6/2/2015 0:00,11,Philippines,50948
Facebook,6/2/2015 0:00,73,Singapore,90287
Instagram,6/2/2015 0:00,56,Australia,18193
Instagram,6/2/2015 0:00,54,India,15693
Instagram,6/2/2015 0:00,71,Indonesia,38927
Instagram,6/2/2015 0:00,11,Malaysia,8363
Instagram,6/2/2015 0:00,1,New Zealand,1752
Instagram,6/2/2015 0:00,1,Singapore,4102
Twitter,6/2/2015 0:00,2,Australia,4701
Twitter,6/2/2015 0:00,13,India,10335
Twitter,6/2/2015 0:00,47,Indonesia,104792
Twitter,6/2/2015 0:00,3,Malaysia,4569
Twitter,6/2/2015 0:00,-3,New Zealand,4902
Twitter,6/2/2015 0:00,-1,Philippines,2547
Twitter,6/2/2015 0:00,1,Singapore,307
Facebook,7/2/2015 0:00,8,Australia,114615
Facebook,7/2/2015 0:00,48,India,348805
Facebook,7/2/2015 0:00,504,Indonesia,291235
Facebook,7/2/2015 0:00,25,Malaysia,211803
Facebook,7/2/2015 0:00,9,New Zealand,28964
Facebook,7/2/2015 0:00,13,Philippines,50961
Facebook,7/2/2015 0:00,59,Singapore,90346
Instagram,7/2/2015 0:00,32,Australia,18225
Instagram,7/2/2015 0:00,40,India,15733
Instagram,7/2/2015 0:00,55,Indonesia,38982
Instagram,7/2/2015 0:00,15,Malaysia,8378
Instagram,7/2/2015 0:00,1,New Zealand,1753
Instagram,7/2/2015 0:00,3,Singapore,4105
Twitter,7/2/2015 0:00,3,Australia,4704
Twitter,7/2/2015 0:00,19,India,10354
Twitter,7/2/2015 0:00,36,Indonesia,104828
Twitter,7/2/2015 0:00,3,Malaysia,4572
Twitter,7/2/2015 0:00,0,New Zealand,4902
Twitter,7/2/2015 0:00,1,Philippines,2548
Twitter,7/2/2015 0:00,-1,Singapore,306
Facebook,8/2/2015 0:00,8,Australia,114623
Facebook,8/2/2015 0:00,39,India,348844
Facebook,8/2/2015 0:00,231,Indonesia,291466
Facebook,8/2/2015 0:00,28,Malaysia,211831
Facebook,8/2/2015 0:00,16,New Zealand,28980
Facebook,8/2/2015 0:00,16,Philippines,50977
Facebook,8/2/2015 0:00,114,Singapore,90460
Instagram,8/2/2015 0:00,42,Australia,18267
Instagram,8/2/2015 0:00,42,India,15775
Instagram,8/2/2015 0:00,63,Indonesia,39045
Instagram,8/2/2015 0:00,20,Malaysia,8398
Instagram,8/2/2015 0:00,1,New Zealand,1754
Instagram,8/2/2015 0:00,9,Singapore,4114
Twitter,8/2/2015 0:00,2,Australia,4706
Twitter,8/2/2015 0:00,10,India,10364
Twitter,8/2/2015 0:00,34,Indonesia,104862
Twitter,8/2/2015 0:00,5,Malaysia,4577
Twitter,8/2/2015 0:00,0,New Zealand,4902
Twitter,8/2/2015 0:00,0,Philippines,2548
Twitter,8/2/2015 0:00,1,Singapore,307
Facebook,9/2/2015 0:00,8,Australia,114631
Facebook,9/2/2015 0:00,30,India,348874
Facebook,9/2/2015 0:00,128,Indonesia,291594
Facebook,9/2/2015 0:00,43,Malaysia,211874
Facebook,9/2/2015 0:00,14,New Zealand,28994
Facebook,9/2/2015 0:00,22,Philippines,50999
Facebook,9/2/2015 0:00,62,Singapore,90522
Instagram,9/2/2015 0:00,57,Australia,18324
Instagram,9/2/2015 0:00,41,India,15816
Instagram,9/2/2015 0:00,60,Indonesia,39105
Instagram,9/2/2015 0:00,0,Malaysia,8398
Instagram,9/2/2015 0:00,1,New Zealand,1755
Instagram,9/2/2015 0:00,3,Singapore,4117
Twitter,9/2/2015 0:00,4,Australia,4710
Twitter,9/2/2015 0:00,7,India,10371
Twitter,9/2/2015 0:00,43,Indonesia,104905
Twitter,9/2/2015 0:00,0,Malaysia,4577
Twitter,9/2/2015 0:00,1,New Zealand,4903
Twitter,9/2/2015 0:00,0,Philippines,2548
Twitter,9/2/2015 0:00,-1,Singapore,306
Facebook,10/2/2015 0:00,12,Australia,114643
Facebook,10/2/2015 0:00,27,India,348901
Facebook,10/2/2015 0:00,180,Indonesia,291774
Facebook,10/2/2015 0:00,23,Malaysia,211897
Facebook,10/2/2015 0:00,12,New Zealand,29006
Facebook,10/2/2015 0:00,11,Philippines,51010
Facebook,10/2/2015 0:00,30,Singapore,90552
Instagram,10/2/2015 0:00,27,Australia,18351
Instagram,10/2/2015 0:00,95,India,15911
Instagram,10/2/2015 0:00,57,Indonesia,39162
Instagram,10/2/2015 0:00,8,Malaysia,8406
Instagram,10/2/2015 0:00,3,New Zealand,1758
Instagram,10/2/2015 0:00,-1,Singapore,4116
Twitter,10/2/2015 0:00,5,Australia,4715
Twitter,10/2/2015 0:00,11,India,10382
Twitter,10/2/2015 0:00,32,Indonesia,104937
Twitter,10/2/2015 0:00,1,Malaysia,4578
Twitter,10/2/2015 0:00,2,New Zealand,4905
Twitter,10/2/2015 0:00,4,Philippines,2552
Twitter,10/2/2015 0:00,0,Singapore,306
Facebook,11/2/2015 0:00,32,Australia,114675
Facebook,11/2/2015 0:00,38,India,348939
Facebook,11/2/2015 0:00,294,Indonesia,292068
Facebook,11/2/2015 0:00,45,Malaysia,211942
Facebook,11/2/2015 0:00,17,New Zealand,29023
Facebook,11/2/2015 0:00,16,Philippines,51026
Facebook,11/2/2015 0:00,12,Singapore,90564
Instagram,11/2/2015 0:00,36,Australia,18387
Instagram,11/2/2015 0:00,52,India,15963
Instagram,11/2/2015 0:00,59,Indonesia,39221
Instagram,11/2/2015 0:00,10,Malaysia,8416
Instagram,11/2/2015 0:00,3,New Zealand,1761
Instagram,11/2/2015 0:00,-1,Singapore,4115
Twitter,11/2/2015 0:00,3,Australia,4718
Twitter,11/2/2015 0:00,2,India,10384
Twitter,11/2/2015 0:00,-158,Indonesia,104779
Twitter,11/2/2015 0:00,1,Malaysia,4579
Twitter,11/2/2015 0:00,0,New Zealand,4905
Twitter,11/2/2015 0:00,2,Philippines,2554
Twitter,11/2/2015 0:00,0,Singapore,306
Facebook,12/2/2015 0:00,25,Australia,114700
Facebook,12/2/2015 0:00,57,India,348996
Facebook,12/2/2015 0:00,347,Indonesia,292415
Facebook,12/2/2015 0:00,55,Malaysia,211997
Facebook,12/2/2015 0:00,26,New Zealand,29049
Facebook,12/2/2015 0:00,35,Philippines,51061
Facebook,12/2/2015 0:00,4,Singapore,90568
Instagram,12/2/2015 0:00,51,Australia,18438
Instagram,12/2/2015 0:00,75,India,16038
Instagram,12/2/2015 0:00,52,Indonesia,39273
Instagram,12/2/2015 0:00,13,Malaysia,8429
Instagram,12/2/2015 0:00,4,New Zealand,1765
Instagram,12/2/2015 0:00,9,Singapore,4124
Twitter,12/2/2015 0:00,5,Australia,4723
Twitter,12/2/2015 0:00,8,India,10392
Twitter,12/2/2015 0:00,46,Indonesia,104825
Twitter,12/2/2015 0:00,2,Malaysia,4581
Twitter,12/2/2015 0:00,5,New Zealand,4910
Twitter,12/2/2015 0:00,4,Philippines,2558
Twitter,12/2/2015 0:00,1,Singapore,307
Facebook,13/2/2015 0:00,27,Australia,114727
Facebook,13/2/2015 0:00,82,India,349078
Facebook,13/2/2015 0:00,230,Indonesia,292645
Facebook,13/2/2015 0:00,40,Malaysia,212037
Facebook,13/2/2015 0:00,16,New Zealand,29065
Facebook,13/2/2015 0:00,112,Philippines,51173
Facebook,13/2/2015 0:00,7,Singapore,90575
Instagram,13/2/2015 0:00,36,Australia,18474
Instagram,13/2/2015 0:00,43,India,16081
Instagram,13/2/2015 0:00,89,Indonesia,39362
Instagram,13/2/2015 0:00,5,Malaysia,8434
Instagram,13/2/2015 0:00,-1,New Zealand,1764
Instagram,13/2/2015 0:00,1,Singapore,4125
Twitter,13/2/2015 0:00,9,Australia,4732
Twitter,13/2/2015 0:00,24,India,10416
Twitter,13/2/2015 0:00,11,Indonesia,104836
Twitter,13/2/2015 0:00,1,Malaysia,4582
Twitter,13/2/2015 0:00,2,New Zealand,4912
Twitter,13/2/2015 0:00,2,Philippines,2560
Twitter,13/2/2015 0:00,-1,Singapore,306
Facebook,14/2/2015 0:00,16,Australia,114743
Facebook,14/2/2015 0:00,231,India,349309
Facebook,14/2/2015 0:00,91,Indonesia,292736
Facebook,14/2/2015 0:00,28,Malaysia,212065
Facebook,14/2/2015 0:00,11,New Zealand,29076
Facebook,14/2/2015 0:00,40,Philippines,51213
Facebook,14/2/2015 0:00,5,Singapore,90580
Instagram,14/2/2015 0:00,26,Australia,18500
Instagram,14/2/2015 0:00,40,India,16121
Instagram,14/2/2015 0:00,225,Indonesia,39587
Instagram,14/2/2015 0:00,11,Malaysia,8445
Instagram,14/2/2015 0:00,3,New Zealand,1767
Instagram,14/2/2015 0:00,7,Singapore,4132
Twitter,14/2/2015 0:00,-1,Australia,4731
Twitter,14/2/2015 0:00,21,India,10437
Twitter,14/2/2015 0:00,43,Indonesia,104879
Twitter,14/2/2015 0:00,0,Malaysia,4582
Twitter,14/2/2015 0:00,-1,New Zealand,4911
Twitter,14/2/2015 0:00,-1,Philippines,2559
Twitter,14/2/2015 0:00,-1,Singapore,305
Facebook,15/2/2015 0:00,22,Australia,114765
Facebook,15/2/2015 0:00,445,India,349754
Facebook,15/2/2015 0:00,43,Indonesia,292779
Facebook,15/2/2015 0:00,26,Malaysia,212091
Facebook,15/2/2015 0:00,16,New Zealand,29092
Facebook,15/2/2015 0:00,18,Philippines,51231
Facebook,15/2/2015 0:00,1,Singapore,90581
Instagram,15/2/2015 0:00,24,Australia,18524
Instagram,15/2/2015 0:00,46,India,16167
Instagram,15/2/2015 0:00,100,Indonesia,39687
Instagram,15/2/2015 0:00,14,Malaysia,8459
Instagram,15/2/2015 0:00,0,New Zealand,1767
Instagram,15/2/2015 0:00,12,Singapore,4144
Twitter,15/2/2015 0:00,2,Australia,4733
Twitter,15/2/2015 0:00,18,India,10455
Twitter,15/2/2015 0:00,40,Indonesia,104919
Twitter,15/2/2015 0:00,5,Malaysia,4587
Twitter,15/2/2015 0:00,2,New Zealand,4913
Twitter,15/2/2015 0:00,-1,Philippines,2558
Twitter,15/2/2015 0:00,-1,Singapore,304
Facebook,16/2/2015 0:00,41,Australia,114806
Facebook,16/2/2015 0:00,750,India,350504
Facebook,16/2/2015 0:00,71,Indonesia,292850
Facebook,16/2/2015 0:00,37,Malaysia,212128
Facebook,16/2/2015 0:00,23,New Zealand,29115
Facebook,16/2/2015 0:00,23,Philippines,51254
Facebook,16/2/2015 0:00,-2,Singapore,90579
Instagram,16/2/2015 0:00,10,Australia,18534
Instagram,16/2/2015 0:00,60,India,16227
Instagram,16/2/2015 0:00,182,Indonesia,39869
Instagram,16/2/2015 0:00,13,Malaysia,8472
Instagram,16/2/2015 0:00,3,New Zealand,1770
Instagram,16/2/2015 0:00,3,Singapore,4147
Twitter,16/2/2015 0:00,0,Australia,4733
Twitter,16/2/2015 0:00,16,India,10471
Twitter,16/2/2015 0:00,15,Indonesia,104934
Twitter,16/2/2015 0:00,1,Malaysia,4588
Twitter,16/2/2015 0:00,-2,New Zealand,4911
Twitter,16/2/2015 0:00,2,Philippines,2560
Twitter,16/2/2015 0:00,-2,Singapore,302
Facebook,17/2/2015 0:00,17,Australia,114823
Facebook,17/2/2015 0:00,597,India,351101
Facebook,17/2/2015 0:00,179,Indonesia,293029
Facebook,17/2/2015 0:00,27,Malaysia,212155
Facebook,17/2/2015 0:00,14,New Zealand,29129
Facebook,17/2/2015 0:00,4,Philippines,51258
Facebook,17/2/2015 0:00,17,Singapore,90596
Instagram,17/2/2015 0:00,26,Australia,18560
Instagram,17/2/2015 0:00,48,India,16275
Instagram,17/2/2015 0:00,82,Indonesia,39951
Instagram,17/2/2015 0:00,6,Malaysia,8478
Instagram,17/2/2015 0:00,2,New Zealand,1772
Instagram,17/2/2015 0:00,8,Singapore,4155
Twitter,17/2/2015 0:00,2,Australia,4735
Twitter,17/2/2015 0:00,16,India,10487
Twitter,17/2/2015 0:00,16,Indonesia,104950
Twitter,17/2/2015 0:00,3,Malaysia,4591
Twitter,17/2/2015 0:00,0,New Zealand,4911
Twitter,17/2/2015 0:00,3,Philippines,2563
Twitter,17/2/2015 0:00,-1,Singapore,301
Facebook,18/2/2015 0:00,29,Australia,114852
Facebook,18/2/2015 0:00,612,India,351713
Facebook,18/2/2015 0:00,333,Indonesia,293362
Facebook,18/2/2015 0:00,42,Malaysia,212197
Facebook,18/2/2015 0:00,18,New Zealand,29147
Facebook,18/2/2015 0:00,16,Philippines,51274
Facebook,18/2/2015 0:00,7,Singapore,90603
Instagram,18/2/2015 0:00,13,Australia,18573
Instagram,18/2/2015 0:00,37,India,16312
Instagram,18/2/2015 0:00,156,Indonesia,40107
Instagram,18/2/2015 0:00,5,Malaysia,8483
Instagram,18/2/2015 0:00,0,New Zealand,1772
Instagram,18/2/2015 0:00,5,Singapore,4160
Twitter,18/2/2015 0:00,3,Australia,4738
Twitter,18/2/2015 0:00,17,India,10504
Twitter,18/2/2015 0:00,14,Indonesia,104964
Twitter,18/2/2015 0:00,3,Malaysia,4594
Twitter,18/2/2015 0:00,3,New Zealand,4914
Twitter,18/2/2015 0:00,2,Philippines,2565
Twitter,18/2/2015 0:00,0,Singapore,301
Facebook,19/2/2015 0:00,38,Australia,114890
Facebook,19/2/2015 0:00,541,India,352254
Facebook,19/2/2015 0:00,324,Indonesia,293686
Facebook,19/2/2015 0:00,26,Malaysia,212223
Facebook,19/2/2015 0:00,22,New Zealand,29169
Facebook,19/2/2015 0:00,23,Philippines,51297
Facebook,19/2/2015 0:00,-1,Singapore,90602
Instagram,19/2/2015 0:00,30,Australia,18603
Instagram,19/2/2015 0:00,36,India,16348
Instagram,19/2/2015 0:00,54,Indonesia,40161
Instagram,19/2/2015 0:00,-4,Malaysia,8479
Instagram,19/2/2015 0:00,4,New Zealand,1776
Instagram,19/2/2015 0:00,-2,Singapore,4158
Twitter,19/2/2015 0:00,-3,Australia,4735
Twitter,19/2/2015 0:00,13,India,10517
Twitter,19/2/2015 0:00,45,Indonesia,105009
Twitter,19/2/2015 0:00,-1,Malaysia,4593
Twitter,19/2/2015 0:00,-1,New Zealand,4913
Twitter,19/2/2015 0:00,2,Philippines,2567
Twitter,19/2/2015 0:00,1,Singapore,302
Facebook,20/2/2015 0:00,21,Australia,114911
Facebook,20/2/2015 0:00,557,India,352811
Facebook,20/2/2015 0:00,335,Indonesia,294021
Facebook,20/2/2015 0:00,23,Malaysia,212246
Facebook,20/2/2015 0:00,12,New Zealand,29181
Facebook,20/2/2015 0:00,44,Philippines,51341
Facebook,20/2/2015 0:00,4,Singapore,90606
Instagram,20/2/2015 0:00,52,Australia,18655
Instagram,20/2/2015 0:00,46,India,16394
Instagram,20/2/2015 0:00,134,Indonesia,40295
Instagram,20/2/2015 0:00,8,Malaysia,8487
Instagram,20/2/2015 0:00,3,New Zealand,1779
Instagram,20/2/2015 0:00,-1,Singapore,4157
Twitter,20/2/2015 0:00,4,Australia,4739
Twitter,20/2/2015 0:00,36,India,10553
Twitter,20/2/2015 0:00,48,Indonesia,105057
Twitter,20/2/2015 0:00,-2,Malaysia,4591
Twitter,20/2/2015 0:00,1,New Zealand,4914
Twitter,20/2/2015 0:00,3,Philippines,2570
Twitter,20/2/2015 0:00,-1,Singapore,301
Facebook,21/2/2015 0:00,28,Australia,114939
Facebook,21/2/2015 0:00,533,India,353344
Facebook,21/2/2015 0:00,133,Indonesia,294154
Facebook,21/2/2015 0:00,30,Malaysia,212276
Facebook,21/2/2015 0:00,14,New Zealand,29195
Facebook,21/2/2015 0:00,28,Philippines,51369
Facebook,21/2/2015 0:00,2,Singapore,90608
Instagram,21/2/2015 0:00,28,Australia,18683
Instagram,21/2/2015 0:00,40,India,16434
Instagram,21/2/2015 0:00,81,Indonesia,40376
Instagram,21/2/2015 0:00,4,Malaysia,8491
Instagram,21/2/2015 0:00,6,New Zealand,1785
Instagram,21/2/2015 0:00,-2,Singapore,4155
Twitter,21/2/2015 0:00,0,Australia,4739
Twitter,21/2/2015 0:00,15,India,10568
Twitter,21/2/2015 0:00,33,Indonesia,105090
Twitter,21/2/2015 0:00,2,Malaysia,4593
Twitter,21/2/2015 0:00,-1,New Zealand,4913
Twitter,21/2/2015 0:00,1,Philippines,2571
Twitter,21/2/2015 0:00,0,Singapore,301
Facebook,22/2/2015 0:00,28,Australia,114967
Facebook,22/2/2015 0:00,497,India,353841
Facebook,22/2/2015 0:00,127,Indonesia,294281
Facebook,22/2/2015 0:00,36,Malaysia,212312
Facebook,22/2/2015 0:00,16,New Zealand,29211
Facebook,22/2/2015 0:00,11,Philippines,51380
Facebook,22/2/2015 0:00,9,Singapore,90617
Instagram,22/2/2015 0:00,38,Australia,18721
Instagram,22/2/2015 0:00,26,India,16460
Instagram,22/2/2015 0:00,204,Indonesia,40580
Instagram,22/2/2015 0:00,5,Malaysia,8496
Instagram,22/2/2015 0:00,3,New Zealand,1788
Instagram,22/2/2015 0:00,4,Singapore,4159
Twitter,22/2/2015 0:00,1,Australia,4740
Twitter,22/2/2015 0:00,31,India,10599
Twitter,22/2/2015 0:00,19,Indonesia,105109
Twitter,22/2/2015 0:00,2,Malaysia,4595
Twitter,22/2/2015 0:00,0,New Zealand,4913
Twitter,22/2/2015 0:00,2,Philippines,2573
Twitter,22/2/2015 0:00,-1,Singapore,300
Facebook,23/2/2015 0:00,39,Australia,115006
Facebook,23/2/2015 0:00,544,India,354385
Facebook,23/2/2015 0:00,138,Indonesia,294419
Facebook,23/2/2015 0:00,33,Malaysia,212345
Facebook,23/2/2015 0:00,13,New Zealand,29224
Facebook,23/2/2015 0:00,14,Philippines,51394
Facebook,23/2/2015 0:00,8,Singapore,90625
Instagram,23/2/2015 0:00,36,Australia,18757
Instagram,23/2/2015 0:00,42,India,16502
Instagram,23/2/2015 0:00,66,Indonesia,40646
Instagram,23/2/2015 0:00,7,Malaysia,8503
Instagram,23/2/2015 0:00,1,New Zealand,1789
Instagram,23/2/2015 0:00,6,Singapore,4165
Twitter,23/2/2015 0:00,1,Australia,4741
Twitter,23/2/2015 0:00,21,India,10620
Twitter,23/2/2015 0:00,55,Indonesia,105164
Twitter,23/2/2015 0:00,-2,Malaysia,4593
Twitter,23/2/2015 0:00,-1,New Zealand,4912
Twitter,23/2/2015 0:00,1,Philippines,2574
Twitter,23/2/2015 0:00,-1,Singapore,299
Facebook,24/2/2015 0:00,29,Australia,115035
Facebook,24/2/2015 0:00,532,India,354917
Facebook,24/2/2015 0:00,209,Indonesia,294628
Facebook,24/2/2015 0:00,22,Malaysia,212367
Facebook,24/2/2015 0:00,18,New Zealand,29242
Facebook,24/2/2015 0:00,11,Philippines,51405
Facebook,24/2/2015 0:00,14,Singapore,90639
Instagram,24/2/2015 0:00,15,Australia,18772
Instagram,24/2/2015 0:00,44,India,16546
Instagram,24/2/2015 0:00,65,Indonesia,40711
Instagram,24/2/2015 0:00,10,Malaysia,8513
Instagram,24/2/2015 0:00,5,New Zealand,1794
Instagram,24/2/2015 0:00,8,Singapore,4173
Twitter,24/2/2015 0:00,0,Australia,4741
Twitter,24/2/2015 0:00,14,India,10634
Twitter,24/2/2015 0:00,50,Indonesia,105214
Twitter,24/2/2015 0:00,1,Malaysia,4594
Twitter,24/2/2015 0:00,1,New Zealand,4913
Twitter,24/2/2015 0:00,1,Philippines,2575
Twitter,24/2/2015 0:00,1,Singapore,300
Facebook,25/2/2015 0:00,13,Australia,115048
Facebook,25/2/2015 0:00,474,India,355391
Facebook,25/2/2015 0:00,438,Indonesia,295066
Facebook,25/2/2015 0:00,3,Malaysia,212370
Facebook,25/2/2015 0:00,5,New Zealand,29247
Facebook,25/2/2015 0:00,12,Philippines,51417
Facebook,25/2/2015 0:00,5,Singapore,90644
Instagram,25/2/2015 0:00,16,Australia,18788
Instagram,25/2/2015 0:00,41,India,16587
Instagram,25/2/2015 0:00,134,Indonesia,40845
Instagram,25/2/2015 0:00,654,Malaysia,9167
Instagram,25/2/2015 0:00,3,New Zealand,1797
Instagram,25/2/2015 0:00,-3,Singapore,4170
Twitter,25/2/2015 0:00,1,Australia,4742
Twitter,25/2/2015 0:00,14,India,10648
Twitter,25/2/2015 0:00,52,Indonesia,105266
Twitter,25/2/2015 0:00,8,Malaysia,4602
Twitter,25/2/2015 0:00,-1,New Zealand,4912
Twitter,25/2/2015 0:00,-2,Philippines,2573
Twitter,25/2/2015 0:00,-1,Singapore,299
Facebook,26/2/2015 0:00,7,Australia,115055
Facebook,26/2/2015 0:00,393,India,355784
Facebook,26/2/2015 0:00,56,Indonesia,295122
Facebook,26/2/2015 0:00,14,Malaysia,212384
Facebook,26/2/2015 0:00,4,New Zealand,29251
Facebook,26/2/2015 0:00,12,Philippines,51429
Facebook,26/2/2015 0:00,-5,Singapore,90639
Instagram,26/2/2015 0:00,8,Australia,18796
Instagram,26/2/2015 0:00,46,India,16633
Instagram,26/2/2015 0:00,68,Indonesia,40913
Instagram,26/2/2015 0:00,136,Malaysia,9303
Instagram,26/2/2015 0:00,5,New Zealand,1802
Instagram,26/2/2015 0:00,-1,Singapore,4169
Twitter,26/2/2015 0:00,4,Australia,4746
Twitter,26/2/2015 0:00,9,India,10657
Twitter,26/2/2015 0:00,54,Indonesia,105320
Twitter,26/2/2015 0:00,4,Malaysia,4606
Twitter,26/2/2015 0:00,2,New Zealand,4914
Twitter,26/2/2015 0:00,0,Philippines,2573
Twitter,26/2/2015 0:00,-2,Singapore,297
Facebook,27/2/2015 0:00,8,Australia,115063
Facebook,27/2/2015 0:00,347,India,356131
Facebook,27/2/2015 0:00,23,Indonesia,295145
Facebook,27/2/2015 0:00,8,Malaysia,212392
Facebook,27/2/2015 0:00,6,New Zealand,29257
Facebook,27/2/2015 0:00,6,Philippines,51435
Facebook,27/2/2015 0:00,-7,Singapore,90632
Instagram,27/2/2015 0:00,27,Australia,18823
Instagram,27/2/2015 0:00,38,India,16671
Instagram,27/2/2015 0:00,93,Indonesia,41006
Instagram,27/2/2015 0:00,52,Malaysia,9355
Instagram,27/2/2015 0:00,13,New Zealand,1815
Instagram,27/2/2015 0:00,4,Singapore,4173
Twitter,27/2/2015 0:00,3,Australia,4749
Twitter,27/2/2015 0:00,11,India,10668
Twitter,27/2/2015 0:00,43,Indonesia,105363
Twitter,27/2/2015 0:00,1,Malaysia,4607
Twitter,27/2/2015 0:00,0,New Zealand,4914
Twitter,27/2/2015 0:00,5,Philippines,2578
Twitter,27/2/2015 0:00,0,Singapore,297
Facebook,28/2/2015 0:00,8,Australia,115071
Facebook,28/2/2015 0:00,366,India,356497
Facebook,28/2/2015 0:00,36,Indonesia,295181
Facebook,28/2/2015 0:00,-3,Malaysia,212389
Facebook,28/2/2015 0:00,5,New Zealand,29262
Facebook,28/2/2015 0:00,11,Philippines,51446
Facebook,28/2/2015 0:00,-10,Singapore,90622
Instagram,28/2/2015 0:00,19,Australia,18842
Instagram,28/2/2015 0:00,59,India,16730
Instagram,28/2/2015 0:00,83,Indonesia,41089
Instagram,28/2/2015 0:00,53,Malaysia,9408
Instagram,28/2/2015 0:00,4,New Zealand,1819
Instagram,28/2/2015 0:00,1,Singapore,4174
Twitter,28/2/2015 0:00,1,Australia,4750
Twitter,28/2/2015 0:00,21,India,10689
Twitter,28/2/2015 0:00,48,Indonesia,105411
Twitter,28/2/2015 0:00,1,Malaysia,4608
Twitter,28/2/2015 0:00,0,New Zealand,4914
Twitter,28/2/2015 0:00,2,Philippines,2580
Twitter,28/2/2015 0:00,0,Singapore,297
Facebook,1/3/2015 0:00,4,Australia,115075
Facebook,1/3/2015 0:00,242,India,356739
Facebook,1/3/2015 0:00,78,Indonesia,295259
Facebook,1/3/2015 0:00,7,Malaysia,212396
Facebook,1/3/2015 0:00,18,New Zealand,29280
Facebook,1/3/2015 0:00,5,Philippines,51451
Facebook,1/3/2015 0:00,2,Singapore,90624
Instagram,1/3/2015 0:00,22,Australia,18864
Instagram,1/3/2015 0:00,36,India,16766
Instagram,1/3/2015 0:00,95,Indonesia,41184
Instagram,1/3/2015 0:00,44,Malaysia,9452
Instagram,1/3/2015 0:00,0,New Zealand,1819
Instagram,1/3/2015 0:00,1,Singapore,4175
