Serial|Year|Award|Winner|Film|Names,,,,,,,,,,,
6240|1993|Writing (Screenplay Based on Material Previously Produced or Published)|0|The Remains of the Day |Ruth Prawer Jhabvala,,,,,,,,,,,
6241|1991|Documentary (Feature)|0|The Restless Conscience |Hava Kohav Beller, Producer,,,,,,,,,,
6242|1970|Short Subject (Live Action)|1|The Resurrection of Broncho Billy |John Longenecker, Producer,,,,,,,,,,
6243|1983|Costume Design|0|The Return of Martin Guerre |Anne-Marie Marchand,,,,,,,,,,,
6244|2015|Actor in a Leading Role|1|The Revenant|Leonardo DiCaprio,,,,,,,,,,,
6245|2015|Actor in a Supporting Role|0|The Revenant|Tom Hardy,,,,,,,,,,,
6246|2015|Best Picture|0|The Revenant|Arnon Milchan, Steve Golin, Alejandro G. I?±?°rritu, Mary Parent and Keith Redmon, Producers,,,,,,,
6247|2015|Cinematography|0|The Revenant|Emmanuel Lubezki,,,,,,,,,,,
6248|2015|Costume Design|0|The Revenant|Jacqueline West,,,,,,,,,,,
6249|2015|Directing|1|The Revenant|Alejandro G. I?±?°rritu,,,,,,,,,,,
6250|2015|Film Editing|0|The Revenant|Stephen Mirrione,,,,,,,,,,,
6251|2015|Makeup and Hairstyling|0|The Revenant|Si?¢n Grigg, Duncan Jarman and Robert Pandini,,,,,,,,,,
6252|2015|Production Design|0|The Revenant|Production Design: Jack Fisk; Set Decoration: Hamish Purdy,,,,,,,,,,,
6253|2015|Sound Editing|0|The Revenant|Martin Hernandez and Lon Bender,,,,,,,,,,,
6254|2015|Sound Mixing|0|The Revenant|Jon Taylor, Frank A. Monta?±o, Randy Thom and Chris Duesterdiek,,,,,,,,,
6255|2015|Visual Effects|0|The Revenant|Rich McBride, Matthew Shumway, Jason Smith and Cameron Waldbauer,,,,,,,,,
6256|1968|Documentary (Short Subject)|0|The Revolving Door |Lee R. Bobker, Producer,,,,,,,,,,
6257|1983|Actor in a Supporting Role|0|The Right Stuff|Sam Shepard,,,,,,,,,,,
6258|1983|Art Direction|0|The Right Stuff |Art Direction: Geoffrey Kirkland, Richard J. Lawrence, W. Stewart Campbell, Peter Romero; Set Decoration: Pat Pending, George R. Nelson,,,,,,,
6259|1983|Best Picture|0|The Right Stuff |Irwin Winkler and Robert Chartoff, Producers,,,,,,,,,,
6260|1983|Cinematography|0|The Right Stuff |Caleb Deschanel,,,,,,,,,,,
6261|1983|Film Editing|1|The Right Stuff |Glenn Farr, Lisa Fruchtman, Stephen A. Rotter, Douglas Stewart, Tom Rolf,,,,,,,
6262|1983|Music (Original Score)|1|The Right Stuff |Bill Conti,,,,,,,,,,,
6263|1983|Sound|1|The Right Stuff |Mark Berger, Tom Scott, Randy Thom, David MacMillan,,,,,,,,
6264|1983|Sound Effects Editing|1|The Right Stuff |Jay Boekelheide,,,,,,,,,,,
6265|1960|Costume Design (Black and White)|0|The Rise and Fall of Legs Diamond |Howard Shoup,,,,,,,,,,,
6266|1984|Actress in a Leading Role|0|The River|Sissy Spacek,,,,,,,,,,,
6267|1984|Cinematography|0|The River |Vilmos Zsigmond,,,,,,,,,,,
6268|1984|Music (Original Score)|0|The River |John Williams,,,,,,,,,,,
6269|1984|Sound|0|The River |Nick Alphin, Robert Thirlwell, Richard Portman, David Ronne,,,,,,,,
6270|1984|Special Achievement Award (Sound Effects Editing)|1|The River |Kay Rose,,,,,,,,,,,
6271|1958|Foreign Language Film|0|The Road a Year Long |Yugoslavia,,,,,,,,,,,
6272|1962|Documentary (Short Subject)|0|The Road to the Wall |Robert Saudek, Producer,,,,,,,,,,
6273|1953|Actor|0|The Robe|Richard Burton,,,,,,,,,,,
6274|1953|Art Direction (Color)|1|The Robe |Art Direction: Lyle Wheeler, George W. Davis; Set Decoration: Walter M. Scott, Paul S. Fox,,,,,,,,,
6275|1953|Best Motion Picture|0|The Robe |Frank Ross, Producer,,,,,,,,,,
6276|1953|Cinematography (Color)|0|The Robe |Leon Shamroy,,,,,,,,,,,
6277|1953|Costume Design (Color)|1|The Robe |Charles LeMaire, Emile Santiago,,,,,,,,,,
6278|1996|Sound|0|The Rock |Kevin O'Connell, Greg P. Russell, Keith A. Wester,,,,,,,,,
6279|1961|Actress in a Supporting Role|0|The Roman Spring of Mrs. Stone|Lotte Lenya,,,,,,,,,,,
6280|1979|Actor in a Supporting Role|0|The Rose|Frederic Forrest,,,,,,,,,,,
6281|1979|Actress in a Leading Role|0|The Rose|Bette Midler,,,,,,,,,,,
6282|1979|Film Editing|0|The Rose |Robert L. Wolfe, C. Timothy O'Meara,,,,,,,,,,
6283|1979|Sound|0|The Rose |Theodore Soderberg, Douglas Williams, Paul Wells, Jim Webb,,,,,,,,
6284|1955|Actress|1|The Rose Tattoo|Anna Magnani,,,,,,,,,,,
6285|1955|Actress in a Supporting Role|0|The Rose Tattoo|Marisa Pavan,,,,,,,,,,,
6286|1955|Art Direction (Black and White)|1|The Rose Tattoo |Art Direction: Hal Pereira, Tambi Larsen; Set Decoration: Sam Comer, Arthur Krams,,,,,,,,,
6287|1955|Best Motion Picture|0|The Rose Tattoo |Hal B. Wallis, Producer,,,,,,,,,,
6288|1955|Cinematography (Black and White)|1|The Rose Tattoo |James Wong Howe,,,,,,,,,,,
6289|1955|Costume Design (Black and White)|0|The Rose Tattoo |Edith Head,,,,,,,,,,,
6290|1955|Film Editing|0|The Rose Tattoo |Warren Low,,,,,,,,,,,
6291|1955|Music (Music Score of a Dramatic or Comedy Picture)|0|The Rose Tattoo |Alex North,,,,,,,,,,,
6292|2001|Writing (Screenplay Written Directly for the Screen)|0|The Royal Tenenbaums |Written by Wes Anderson & Owen Wilson,,,,,,,,,,,
6293|1972|Actor|0|The Ruling Class|Peter O'Toole,,,,,,,,,,,
6294|1959|Short Subject (Live Action)|0|The Running, Jumping and Standing-Still Film |Peter Sellers, Producer,,,,,,,,,
6295|1966|Actor|0|The Russians Are Coming The Russians Are Coming|Alan Arkin,,,,,,,,,,,
6296|1966|Best Picture|0|The Russians Are Coming The Russians Are Coming |Norman Jewison, Producer,,,,,,,,,,
6297|1966|Film Editing|0|The Russians Are Coming The Russians Are Coming |Hal Ashby, J. Terry Williams,,,,,,,,,,
6298|1966|Writing (Screenplay, Based on Material from Another Medium)|0|The Russians Are Coming The Russians Are Coming |William Rose,,,,,,,,,,
6299|2014|Documentary (Feature)|0|The Salt of the Earth |Wim Wenders, Juliano Ribeiro Salgado and David Rosier,,,,,,,,,,
6300|1977|Short Film (Animated)|1|The Sand Castle |Co Hoedeman, Producer,,,,,,,,,,
6301|1966|Actor|0|The Sand Pebbles|Steve McQueen,,,,,,,,,,,
6302|1966|Actor in a Supporting Role|0|The Sand Pebbles|Mako,,,,,,,,,,,
6303|1966|Art Direction (Color)|0|The Sand Pebbles |Art Direction: Boris Leven; Set Decoration: Walter M. Scott, John Sturtevant, William Kiernan,,,,,,,,,
6304|1966|Best Picture|0|The Sand Pebbles |Robert Wise, Producer,,,,,,,,,,
6305|1966|Cinematography (Color)|0|The Sand Pebbles |Joseph MacDonald,,,,,,,,,,,
6306|1966|Film Editing|0|The Sand Pebbles |William Reynolds,,,,,,,,,,,
6307|1966|Music (Original Music Score)|0|The Sand Pebbles |Jerry Goldsmith,,,,,,,,,,,
6308|1966|Sound|0|The Sand Pebbles |20th Century-Fox Studio Sound Department, James P. Corcoran, Sound Director,,,,,,,,,
6309|1992|Short Film (Animated)|0|The Sandman |Paul Berry,,,,,,,,,,,
6310|2007|Actress in a Leading Role|0|The Savages|Laura Linney,,,,,,,,,,,
6311|2007|Writing (Original Screenplay)|0|The Savages |Written by Tamara Jenkins,,,,,,,,,,,
6312|2006|Short Film (Live Action)|0|The Saviour |Peter Templeman and Stuart Parkyn,,,,,,,,,,,
6313|1993|Foreign Language Film|0|The Scent of Green Papaya |Vietnam,,,,,,,,,,,
6314|1993|Short Film (Live Action)|0|The Screw (La Vis) |Didier Flamand,,,,,,,,,,,
6315|1952|Documentary (Feature)|1|The Sea around Us |Irwin Allen, Producer,,,,,,,,,,
6316|2004|Foreign Language Film|1|The Sea Inside |Spain,,,,,,,,,,,
6317|2004|Makeup|0|The Sea Inside |Jo Allen and Manuel Garc??a,,,,,,,,,,,
6318|2009|Foreign Language Film|1|The Secret in Their Eyes |Argentina,,,,,,,,,,,
6319|2009|Animated Feature Film|0|The Secret of Kells |Tomm Moore,,,,,,,,,,,
6320|1969|Film Editing|0|The Secret of Santa Vittoria |William Lyon, Earle Herdan,,,,,,,,,,
6321|1969|Music (Original Score, for a Motion Picture [Not a Musical])|0|The Secret of Santa Vittoria |Ernest Gold,,,,,,,,,,
6322|1951|Documentary (Short Subject)|0|The Seeing Eye |Gordon Hollingshead, Producer,,,,,,,,,,
6323|1971|Short Subject (Animated)|0|The Selfish Giant |Peter Sander and Murray Shostak, Producers,,,,,,,,,,
6324|2012|Actress in a Supporting Role|0|The Sessions|Helen Hunt,,,,,,,,,,,
6325|1955|Writing (Story and Screenplay)|0|The Seven Little Foys |Melville Shavelson, Jack Rose,,,,,,,,,,
6326|1976|Costume Design|0|The Seven-per-cent Solution |Alan Barrett,,,,,,,,,,,
6327|1976|Writing (Screenplay, Based on Material from Another Medium)|0|The Seven-per-cent Solution |Nicholas Meyer,,,,,,,,,,
6328|1995|Documentary (Short Subject)|0|The Shadow of Hate |Charles Guggenheim,,,,,,,,,,,
6329|1994|Actor in a Leading Role|0|The Shawshank Redemption|Morgan Freeman,,,,,,,,,,,
6330|1994|Best Picture|0|The Shawshank Redemption |Niki Marvin, Producer,,,,,,,,,,
6331|1994|Cinematography|0|The Shawshank Redemption |Roger Deakins,,,,,,,,,,,
6332|1994|Film Editing|0|The Shawshank Redemption |Richard Francis-Bruce,,,,,,,,,,,
6333|1994|Music (Original Score)|0|The Shawshank Redemption |Thomas Newman,,,,,,,,,,,
6334|1994|Sound|0|The Shawshank Redemption |Robert J. Litt, Elliot Tyson, Michael Herbick, Willie Burton,,,,,,,,
6335|1994|Writing (Screenplay Based on Material Previously Produced or Published)|0|The Shawshank Redemption |Frank Darabont,,,,,,,,,,,
6336|1955|Writing (Motion Picture Story)|0|The Sheep Has Five Legs |Jean Marsan, Henry Troyat, Jacques Perret, Henri Verneuil, Raoul Ploquin,,,,,,,
6337|1958|Writing (Story and Screenplay, Written Directly for the Screen)|0|The Sheepman |Story by James Edward Grant; Screenplay by William Bowers, James Edward Grant,,,,,,,,,
6338|1970|Short Subject (Cartoon)|0|The Shepherd |Cameron Guess, Producer,,,,,,,,,,
6339|1977|Documentary (Short Subject)|0|The Shetland Experience |Douglas Gordon, Producer,,,,,,,,,,
6340|1968|Art Direction|0|The Shoes of the Fisherman |Art Direction: George W. Davis, Edward Carfagno,,,,,,,,,,
6341|1968|Music (Original Score, for a Motion Picture [Not a Musical])|0|The Shoes of the Fisherman |Alex North,,,,,,,,,,
6342|1976|Art Direction|0|The Shootist |Art Direction: Robert F. Boyle; Set Decoration: Arthur Jeph Parker,,,,,,,,,,,
6343|1966|Actress|0|The Shop on Main Street|Ida Kaminska,,,,,,,,,,,
6344|1965|Foreign Language Film|1|The Shop on Main Street |Czechoslovakia,,,,,,,,,,,
6345|2011|Short Film (Live Action)|1|The Shore |Terry George and Oorlagh George,,,,,,,,,,,
6346|1982|Short Film (Live Action)|0|The Silence |Michael Toshiyuki Uno and Joseph Benson, Producers,,,,,,,,,,
6347|1991|Actor in a Leading Role|1|The Silence of the Lambs|Anthony Hopkins,,,,,,,,,,,
6348|1991|Actress in a Leading Role|1|The Silence of the Lambs|Jodie Foster,,,,,,,,,,,
6349|1991|Best Picture|1|The Silence of the Lambs |Edward Saxon, Kenneth Utt and Ron Bozman, Producers,,,,,,,,,
6350|1991|Directing|1|The Silence of the Lambs |Jonathan Demme,,,,,,,,,,,
6351|1991|Film Editing|0|The Silence of the Lambs |Craig McKay,,,,,,,,,,,
6352|1991|Sound|0|The Silence of the Lambs |Tom Fleischman, Christopher Newman,,,,,,,,,,
6353|1991|Writing (Screenplay Based on Material Previously Produced or Published)|1|The Silence of the Lambs |Ted Tally,,,,,,,,,,,
6354|1972|Documentary (Feature)|0|The Silent Revolution |Eckehard Munck, Producer,,,,,,,,,,
6355|1956|Documentary (Feature)|1|The Silent World |Jacques-Yves Cousteau, Producer,,,,,,,,,,
6356|1954|Cinematography (Color)|0|The Silver Chalice |William V. Skall,,,,,,,,,,,
6357|1954|Music (Music Score of a Dramatic or Comedy Picture)|0|The Silver Chalice |Franz Waxman,,,,,,,,,,,
6358|1966|Music (Scoring of Music, Adaptation or Treatment)|0|The Singing Nun |Harry Sukman,,,,,,,,,,
6359|1999|Actor in a Supporting Role|0|The Sixth Sense|Haley Joel Osment,,,,,,,,,,,
6360|1999|Actress in a Supporting Role|0|The Sixth Sense|Toni Collette,,,,,,,,,,,
6361|1999|Best Picture|0|The Sixth Sense |Frank Marshall, Kathleen Kennedy and Barry Mendel, Producers,,,,,,,,,
6362|1999|Directing|0|The Sixth Sense |M. Night Shyamalan,,,,,,,,,,,
6363|1999|Film Editing|0|The Sixth Sense |Andrew Mondshein,,,,,,,,,,,
6364|1999|Writing (Screenplay Written Directly for the Screen)|0|The Sixth Sense |M. Night Shyamalan,,,,,,,,,,,
6365|1965|Art Direction (Black and White)|0|The Slender Thread |Art Direction: Hal Pereira, Jack Poplin; Set Decoration: Robert Benton, Joseph Kish,,,,,,,,,
6366|1965|Costume Design (Black and White)|0|The Slender Thread |Edith Head,,,,,,,,,,,
6367|1977|Music (Original Song Score and Its Adaptation or Adaptation Score)|0|The Slipper and the Rose--The Story of Cinderella |Song Score by Richard M. Sherman and Robert B. Sherman; Adaptation Score by Angela Morley,,,,,,,,,,,
6368|1952|Writing (Motion Picture Story)|0|The Sniper |Edna Anhalt, Edward Anhalt,,,,,,,,,,
6369|1982|Short Film (Animated)|0|The Snowman |John Coates, Producer,,,,,,,,,,
6370|1952|Art Direction (Color)|0|The Snows of Kilimanjaro |Art Direction: Lyle Wheeler, John DeCuir; Set Decoration: Thomas Little, Paul S. Fox,,,,,,,,,
6371|1952|Cinematography (Color)|0|The Snows of Kilimanjaro |Leon Shamroy,,,,,,,,,,,
6372|2010|Actor in a Leading Role|0|The Social Network|Jesse Eisenberg,,,,,,,,,,,
6373|2010|Best Picture|0|The Social Network |Scott Rudin, Dana Brunetti, Michael De Luca and Ce?°n Chaffin, Producers,,,,,,,,
6374|2010|Cinematography|0|The Social Network |Jeff Cronenweth,,,,,,,,,,,
6375|2010|Directing|0|The Social Network |David Fincher,,,,,,,,,,,
6376|2010|Film Editing|1|The Social Network |Angus Wall and Kirk Baxter,,,,,,,,,,,
6377|2010|Music (Original Score)|1|The Social Network |Trent Reznor and Atticus Ross,,,,,,,,,,,
6378|2010|Sound Mixing|0|The Social Network |Ren Klyce, David Parker, Michael Semanick and Mark Weingarten,,,,,,,,,
6379|2010|Writing (Adapted Screenplay)|1|The Social Network |Screenplay by Aaron Sorkin,,,,,,,,,,,
6380|1957|Honorary Award|1|The Society of Motion Picture and Television Engineers|,,,,,,,,,,,
6381|1979|Short Film (Live Action)|0|The Solar Film |Saul Bass and Michael Britton, Producers,,,,,,,,,,
6382|1956|Art Direction (Black and White)|0|The Solid Gold Cadillac |Art Direction: Ross Bellah; Set Decoration: William R. Kiernan, Louis Diage,,,,,,,,,,
6383|1956|Costume Design (Black and White)|1|The Solid Gold Cadillac |Jean Louis,,,,,,,,,,,
6384|1971|Documentary (Feature)|0|The Sorrow and the Pity |Marcel Ophuls, Producer,,,,,,,,,,
6385|1965|Actress|0|The Sound of Music|Julie Andrews,,,,,,,,,,,
6386|1965|Actress in a Supporting Role|0|The Sound of Music|Peggy Wood,,,,,,,,,,,
6387|1965|Art Direction (Color)|0|The Sound of Music |Art Direction: Boris Leven; Set Decoration: Walter M. Scott, Ruby Levitt,,,,,,,,,,
6388|1965|Best Picture|1|The Sound of Music |Robert Wise, Producer,,,,,,,,,,
6389|1965|Cinematography (Color)|0|The Sound of Music |Ted McCord,,,,,,,,,,,
6390|1965|Costume Design (Color)|0|The Sound of Music |Dorothy Jeakins,,,,,,,,,,,
6391|1965|Directing|1|The Sound of Music |Robert Wise,,,,,,,,,,,
6392|1965|Film Editing|1|The Sound of Music |William Reynolds,,,,,,,,,,,
6393|1965|Music (Scoring of Music, Adaptation or Treatment)|1|The Sound of Music |Irwin Kostal,,,,,,,,,,
6394|1965|Sound|1|The Sound of Music |20th Century-Fox Studio Sound Department, James P. Corcoran, Sound Director; and Todd-AO Sound Department, Fred Hynes, Sound Director,,,,,,,
6395|1963|Documentary (Short Subject)|0|The Spirit of America |Algernon G. Walker, Producer,,,,,,,,,,
6396|1957|Special Effects|0|The Spirit of St. Louis |Visual Effects by Louis Lichtenfield,,,,,,,,,,,
6397|1965|Actor|0|The Spy Who Came In from the Cold|Richard Burton,,,,,,,,,,,
6398|1965|Art Direction (Black and White)|0|The Spy Who Came In from the Cold |Art Direction: Hal Pereira, Tambi Larsen, Edward Marshall; Set Decoration: Josie MacAvin,,,,,,,,,
6399|1977|Art Direction|0|The Spy Who Loved Me |Art Direction: Ken Adam, Peter Lamont; Set Decoration: Hugh Scaife,,,,,,,,,,
6400|1977|Music (Original Score)|0|The Spy Who Loved Me |Marvin Hamlisch,,,,,,,,,,,
6401|2013|Documentary (Feature)|0|The Square |Jehane Noujaim and Karim Amer,,,,,,,,,,,
6402|2005|Writing (Original Screenplay)|0|The Squid and the Whale |Written by Noah Baumbach,,,,,,,,,,,
6403|1950|Documentary (Short Subject)|0|The Stairs |Film Documents, Inc.,,,,,,,,,,
6404|1952|Actress|0|The Star|Bette Davis,,,,,,,,,,,
6405|1995|Foreign Language Film|0|The Star Maker |Italy,,,,,,,,,,,
6406|1985|Documentary (Feature)|0|The Statue of Liberty |Ken Burns and Buddy Squires, Producers,,,,,,,,,,
6407|1969|Actress|0|The Sterile Cuckoo|Liza Minnelli,,,,,,,,,,,
6408|1973|Actor|0|The Sting|Robert Redford,,,,,,,,,,,
6409|1973|Art Direction|1|The Sting |Art Direction: Henry Bumstead; Set Decoration: James Payne,,,,,,,,,,,
6410|1973|Best Picture|1|The Sting |Tony Bill, Michael Phillips and Julia Phillips, Producers,,,,,,,,,
6411|1973|Cinematography|0|The Sting |Robert Surtees,,,,,,,,,,,
6412|1973|Costume Design|1|The Sting |Edith Head,,,,,,,,,,,
6413|1973|Directing|1|The Sting |George Roy Hill,,,,,,,,,,,
6414|1973|Film Editing|1|The Sting |William Reynolds,,,,,,,,,,,
6415|1973|Music (Scoring: Original Song Score and Adaptation -Or- Scoring: Adaptation)|1|The Sting |Adaptation Score by Marvin Hamlisch,,,,,,,,,,,
6416|1973|Sound|0|The Sting |Ronald K. Pierce, Robert Bertrand,,,,,,,,,,
6417|1973|Writing (Story and Screenplay, Based on Factual Material or Material Not Previously Published or Produced)|1|The Sting |David S. Ward,,,,,,,,,,
6418|1983|Music (Original Song Score or Adaptation Score)|0|The Sting II |Adaptation Score by Lalo Schifrin,,,,,,,,,,,
6419|1984|Documentary (Short Subject)|1|The Stone Carvers |Marjorie Hunt and Paul Wagner, Producers,,,,,,,,,,
6420|1975|Actress|0|The Story of Adele H.|Isabelle Adjani,,,,,,,,,,,
6421|2004|Documentary (Feature)|0|The Story of the Weeping Camel |Luigi Falorni and Byambasuren Davaa,,,,,,,,,,,
6422|1953|Art Direction (Color)|0|The Story of Three Loves |Art Direction: Cedric Gibbons, Preston Ames, Edward Carfagno, Gabriel Scognamillo; Set Decoration: Edwin B. Willis, Keogh Gleason, Arthur Krams, Jack D. Moore,,,,,
6423|1951|Short Subject (One Reel)|0|The Story of Time |Robert G. Leffingwell, Producer,,,,,,,,,,
6424|1999|Actor in a Leading Role|0|The Straight Story|Richard Farnsworth,,,,,,,,,,,
6425|1954|Documentary (Feature)|0|The Stratford Adventure |Guy Glover, Producer,,,,,,,,,,
6426|1954|Short Subject (One Reel)|0|The Strauss Fantasy |Johnny Green, Producer,,,,,,,,,,
6427|1976|Short Film (Animated)|0|The Street |Caroline Leaf and Guy Glover, Producers,,,,,,,,,,
6428|1963|Costume Design (Black and White)|0|The Stripper |Travilla,,,,,,,,,,,
6429|1980|Actor in a Leading Role|0|The Stunt Man|Peter O'Toole,,,,,,,,,,,
6430|1980|Directing|0|The Stunt Man |Richard Rush,,,,,,,,,,,
6431|1980|Writing (Screenplay Based on Material from Another Medium)|0|The Stunt Man |Screenplay by Lawrence B. Marcus; Adaptation by Richard Rush,,,,,,,,,,,
6432|1968|Actor in a Supporting Role|1|The Subject Was Roses|Jack Albertson,,,,,,,,,,,
6433|1968|Actress|0|The Subject Was Roses|Patricia Neal,,,,,,,,,,,
6434|1960|Actress|0|The Sundowners|Deborah Kerr,,,,,,,,,,,
6435|1960|Actress in a Supporting Role|0|The Sundowners|Glynis Johns,,,,,,,,,,,
6436|1960|Best Motion Picture|0|The Sundowners |Fred Zinnemann, Producer,,,,,,,,,,
6437|1960|Directing|0|The Sundowners |Fred Zinnemann,,,,,,,,,,,
6438|1960|Writing (Screenplay, Based on Material from Another Medium)|0|The Sundowners |Isobel Lennart,,,,,,,,,,
6439|1975|Actor|0|The Sunshine Boys|Walter Matthau,,,,,,,,,,,
6440|1975|Actor in a Supporting Role|1|The Sunshine Boys|George Burns,,,,,,,,,,,
6441|1975|Art Direction|0|The Sunshine Boys |Art Direction: Albert Brenner; Set Decoration: Marvin March,,,,,,,,,,,
6442|1975|Writing (Screenplay Adapted from Other Material)|0|The Sunshine Boys |Neil Simon,,,,,,,,,,,
6443|1978|Costume Design|0|The Swarm |Paul Zastupnevich,,,,,,,,,,,
6444|1997|Directing|0|The Sweet Hereafter |Atom Egoyan,,,,,,,,,,,
6445|1997|Writing (Screenplay Based on Material Previously Produced or Published)|0|The Sweet Hereafter |Atom Egoyan,,,,,,,,,,,
6446|1963|Music (Scoring of Music, Adaptation or Treatment)|0|The Sword in the Stone |George Bruns,,,,,,,,,,
6447|2014|Animated Feature Film|0|The Tale of the Princess Kaguya |Isao Takahata and Yoshiaki Nishimura,,,,,,,,,,,
6448|1999|Actor in a Supporting Role|0|The Talented Mr. Ripley|Jude Law,,,,,,,,,,,
6449|1999|Art Direction|0|The Talented Mr. Ripley |Art Direction: Roy Walker; Set Decoration: Bruno Cesari,,,,,,,,,,,
